mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__solver,param_svd__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0157956600189209,0.0021724318198700176,0.005853986740112305,0.0002996916266401048,1.0,lbfgs,10,"{'clf__C': 1.0, 'clf__solver': 'lbfgs', 'svd__n_components': 10}",0.7972027972027972,0.7972027972027972,0.8098591549295775,0.7816901408450704,0.823943661971831,0.8019797104304146,0.014154894890856475,11,0.804920913884007,0.8014059753954306,0.8052631578947368,0.8140350877192982,0.7982456140350878,0.8047741497857122,0.005291351770795495
0.02118539810180664,0.006828362403752305,0.007051801681518555,0.0021367917568779547,1.0,lbfgs,12,"{'clf__C': 1.0, 'clf__solver': 'lbfgs', 'svd__n_components': 12}",0.7972027972027972,0.7972027972027972,0.8098591549295775,0.7816901408450704,0.823943661971831,0.8019797104304146,0.014154894890856475,11,0.804920913884007,0.8014059753954306,0.8052631578947368,0.8140350877192982,0.7982456140350878,0.8047741497857122,0.005291351770795495
0.015796470642089843,0.0013491127130558203,0.005870914459228516,0.0007371313273879422,10.0,newton-cg,10,"{'clf__C': 10.0, 'clf__solver': 'newton-cg', 'svd__n_components': 10}",0.7972027972027972,0.7972027972027972,0.8098591549295775,0.7535211267605634,0.8309859154929577,0.7977543583177387,0.02533002055514981,15,0.804920913884007,0.804920913884007,0.8070175438596491,0.8105263157894737,0.7964912280701755,0.8047753830974624,0.004621040892425021
0.017743825912475586,0.0013894258557973023,0.005551195144653321,0.000848478880745778,10.0,newton-cg,12,"{'clf__C': 10.0, 'clf__solver': 'newton-cg', 'svd__n_components': 12}",0.7972027972027972,0.7972027972027972,0.8098591549295775,0.7535211267605634,0.8309859154929577,0.7977543583177387,0.02533002055514981,15,0.804920913884007,0.804920913884007,0.8070175438596491,0.8105263157894737,0.7964912280701755,0.8047753830974624,0.004621040892425021
0.018003416061401368,0.0023006733870085954,0.008369350433349609,0.004165985638918822,10.0,lbfgs,12,"{'clf__C': 10.0, 'clf__solver': 'lbfgs', 'svd__n_components': 12}",0.7972027972027972,0.7972027972027972,0.8098591549295775,0.7535211267605634,0.8309859154929577,0.7977543583177387,0.02533002055514981,15,0.8066783831282952,0.804920913884007,0.8070175438596491,0.8105263157894737,0.7964912280701755,0.8051268769463201,0.004685137883262661
0.015587043762207032,0.0012956135519811456,0.006536626815795898,0.0007768579937574951,10.0,lbfgs,10,"{'clf__C': 10.0, 'clf__solver': 'lbfgs', 'svd__n_components': 10}",0.7972027972027972,0.7972027972027972,0.8098591549295775,0.7535211267605634,0.8309859154929577,0.7977543583177387,0.02533002055514981,15,0.804920913884007,0.804920913884007,0.8070175438596491,0.8105263157894737,0.7964912280701755,0.8047753830974624,0.004621040892425021
0.013862037658691406,0.0014939259356441202,0.0054091930389404295,0.00034296558265403714,0.01,newton-cg,8,"{'clf__C': 0.01, 'clf__solver': 'newton-cg', 'svd__n_components': 8}",0.8111888111888111,0.7762237762237763,0.795774647887324,0.7605633802816901,0.7464788732394366,0.7780458977642076,0.023316075454418956,19,0.7768014059753954,0.7873462214411248,0.7666666666666667,0.7894736842105263,0.7789473684210526,0.7798470693429531,0.008157420398710652
0.022100210189819336,0.0032734342599982868,0.007326269149780273,0.0007935002950189119,0.01,lbfgs,8,"{'clf__C': 0.01, 'clf__solver': 'lbfgs', 'svd__n_components': 8}",0.8111888111888111,0.7762237762237763,0.795774647887324,0.7605633802816901,0.7464788732394366,0.7780458977642076,0.023316075454418956,19,0.7768014059753954,0.7873462214411248,0.7666666666666667,0.7894736842105263,0.7789473684210526,0.7798470693429531,0.008157420398710652
0.017271757125854492,0.0026316669026572696,0.0058502197265625,0.0005469021127889743,10.0,lbfgs,5,"{'clf__C': 10.0, 'clf__solver': 'lbfgs', 'svd__n_components': 5}",0.7832167832167832,0.7902097902097902,0.7816901408450704,0.7605633802816901,0.7676056338028169,0.7766571456712301,0.010890116717970227,21,0.7855887521968365,0.773286467486819,0.7771929824561403,0.7947368421052632,0.7859649122807018,0.783353991305152,0.007492575295470359
0.017928695678710936,0.0015231888543119055,0.0061818122863769535,0.000691548311384576,10.0,newton-cg,5,"{'clf__C': 10.0, 'clf__solver': 'newton-cg', 'svd__n_components': 5}",0.7832167832167832,0.7902097902097902,0.7816901408450704,0.7605633802816901,0.7676056338028169,0.7766571456712301,0.010890116717970227,21,0.7855887521968365,0.773286467486819,0.7771929824561403,0.7947368421052632,0.7859649122807018,0.783353991305152,0.007492575295470359
0.018151140213012694,0.0022507392774056964,0.008685064315795899,0.004775563713153536,0.01,lbfgs,12,"{'clf__C': 0.01, 'clf__solver': 'lbfgs', 'svd__n_components': 12}",0.8041958041958042,0.7762237762237763,0.7816901408450704,0.7676056338028169,0.7535211267605634,0.7766472963656063,0.016739780858336405,23,0.7680140597539543,0.7803163444639719,0.7719298245614035,0.7824561403508772,0.7719298245614035,0.7749292387383221,0.005504322432046584
0.018977785110473634,0.001642825357470205,0.006311941146850586,0.0007378869354796328,0.01,lbfgs,10,"{'clf__C': 0.01, 'clf__solver': 'lbfgs', 'svd__n_components': 10}",0.8041958041958042,0.7762237762237763,0.7816901408450704,0.7676056338028169,0.7535211267605634,0.7766472963656063,0.016739780858336405,23,0.7680140597539543,0.7803163444639719,0.7719298245614035,0.7824561403508772,0.7719298245614035,0.7749292387383221,0.005504322432046584
0.015587997436523438,0.0008819485437197244,0.0058019161224365234,0.0002270337836763468,0.01,newton-cg,12,"{'clf__C': 0.01, 'clf__solver': 'newton-cg', 'svd__n_components': 12}",0.8041958041958042,0.7762237762237763,0.7816901408450704,0.7676056338028169,0.7535211267605634,0.7766472963656063,0.016739780858336405,23,0.7680140597539543,0.7803163444639719,0.7719298245614035,0.7824561403508772,0.7719298245614035,0.7749292387383221,0.005504322432046584
0.015841913223266602,0.0029052728935762603,0.005979347229003906,0.0007116768691560547,0.01,newton-cg,10,"{'clf__C': 0.01, 'clf__solver': 'newton-cg', 'svd__n_components': 10}",0.8041958041958042,0.7762237762237763,0.7816901408450704,0.7676056338028169,0.7535211267605634,0.7766472963656063,0.016739780858336405,23,0.7680140597539543,0.7803163444639719,0.7719298245614035,0.7824561403508772,0.7719298245614035,0.7749292387383221,0.005504322432046584
0.018781042098999022,0.0027726962254762486,0.012146186828613282,0.00887287483305796,1.0,newton-cg,5,"{'clf__C': 1.0, 'clf__solver': 'newton-cg', 'svd__n_components': 5}",0.7832167832167832,0.7832167832167832,0.7816901408450704,0.7605633802816901,0.7676056338028169,0.7752585442726287,0.009407948257029184,27,0.7803163444639719,0.7680140597539543,0.7684210526315789,0.7859649122807018,0.7824561403508772,0.7770345018962168,0.007422624448054673
0.016028547286987306,0.0019424831252217373,0.005921506881713867,0.0007775171890035213,1.0,lbfgs,5,"{'clf__C': 1.0, 'clf__solver': 'lbfgs', 'svd__n_components': 5}",0.7832167832167832,0.7832167832167832,0.7816901408450704,0.7605633802816901,0.7676056338028169,0.7752585442726287,0.009407948257029184,27,0.7803163444639719,0.7680140597539543,0.7684210526315789,0.7842105263157895,0.7824561403508772,0.7766836247032343,0.0070228810511997865
0.015342617034912109,0.0017779515892853094,0.006600189208984375,0.001252749504180037,0.1,newton-cg,5,"{'clf__C': 0.1, 'clf__solver': 'newton-cg', 'svd__n_components': 5}",0.7762237762237763,0.7692307692307693,0.7676056338028169,0.7253521126760564,0.7535211267605634,0.7583866837387965,0.018087020919794933,29,0.7469244288224957,0.7521968365553603,0.7614035087719299,0.7771929824561403,0.7491228070175439,0.757368112724694,0.01107345996515797
0.016435003280639647,0.0038767174529464967,0.005405998229980469,0.00016313773461131085,0.1,lbfgs,5,"{'clf__C': 0.1, 'clf__solver': 'lbfgs', 'svd__n_components': 5}",0.7762237762237763,0.7692307692307693,0.7676056338028169,0.7253521126760564,0.7535211267605634,0.7583866837387965,0.018087020919794933,29,0.7469244288224957,0.7521968365553603,0.7614035087719299,0.7771929824561403,0.7491228070175439,0.757368112724694,0.01107345996515797
0.019811487197875975,0.0017922823568636117,0.008237504959106445,0.0012845882204309694,0.01,lbfgs,5,"{'clf__C': 0.01, 'clf__solver': 'lbfgs', 'svd__n_components': 5}",0.7202797202797203,0.6923076923076923,0.704225352112676,0.6971830985915493,0.6830985915492958,0.6994188909681867,0.01249156799894333,31,0.6959578207381371,0.7082601054481547,0.7087719298245614,0.712280701754386,0.7105263157894737,0.7071593747109425,0.005776695187876567
0.01581707000732422,0.0009477214225130778,0.005662870407104492,0.00026511114258210243,0.01,newton-cg,5,"{'clf__C': 0.01, 'clf__solver': 'newton-cg', 'svd__n_components': 5}",0.7202797202797203,0.6923076923076923,0.704225352112676,0.6901408450704225,0.6830985915492958,0.6980104402639613,0.013048839462262917,32,0.6959578207381371,0.7082601054481547,0.7087719298245614,0.712280701754386,0.7105263157894737,0.7071593747109425,0.005776695187876567
